Episodio,Recompensa total,Pasos,Mean Reward Calculado,duracion (s),steps per second,Recompensa Episodio,mean action,loss,duration (s),Tiempo acumulado
82,10.33,819,0.030525,25.168,33,25.0,2.255,0.006365,25.168,1336.1949999999997
83,10.4,806,0.019851,24.764,33,16.0,2.46,0.005446,24.764,1360.9589999999996
84,10.43,481,0.027027,15.025,32,13.0,2.405,0.006026,15.025,1375.9839999999997
85,10.4,506,0.01581,15.771,32,8.0,2.385,0.005297,15.771,1391.7549999999997
86,10.42,500,0.024,15.531,32,12.0,2.164,0.006675,15.531,1407.2859999999996
87,10.39,500,0.016,15.605,32,8.0,2.72,0.006397,15.605,1422.8909999999996
88,10.39,524,0.019084,16.235,32,10.0,2.319,0.006583,16.235,1439.1259999999995
89,10.52,788,0.027919,24.469,32,22.0,2.548,0.006292,24.469,1463.5949999999996
90,10.56,530,0.026415,16.658,32,14.0,2.47,0.005888,16.658,1480.2529999999995
91,10.58,470,0.02766,14.667,32,13.0,2.2,0.006051,14.667,1494.9199999999994
92,10.65,762,0.02231,23.79,32,17.0,2.644,0.007758,23.79,1518.7099999999994
93,10.62,503,0.015905,15.573,32,8.0,2.618,0.007187,15.573,1534.2829999999994
94,10.71,858,0.022145,26.86,32,19.0,2.498,0.009227,26.86,1561.1429999999993
95,10.8,772,0.024611,23.855,32,19.0,2.582,0.0077,23.855,1584.9979999999994
96,10.74,285,0.017544,8.915,32,5.0,2.575,0.007436,8.915,1593.9129999999993
97,10.75,461,0.02603,14.305,32,12.0,2.599,0.006714,14.305,1608.2179999999994
98,10.69,278,0.017986,8.642,32,5.0,2.507,0.006288,8.642,1616.8599999999994
99,10.66,401,0.017456,12.346,32,7.0,2.247,0.006512,12.346,1629.2059999999994
100,10.6,399,0.012531,12.521,32,5.0,2.599,0.007782,12.521,1641.7269999999994
101,10.63,507,0.019724,15.839,32,10.0,2.454,0.005837,15.839,1657.5659999999993
102,10.57,449,0.01559,14.002,32,7.0,2.421,0.007401,14.002,1671.5679999999993
103,10.51,564,0.019504,17.496,32,11.0,2.257,0.005912,17.496,1689.0639999999994
104,10.51,402,0.014925,12.452,32,6.0,2.396,0.005294,12.452,1701.5159999999994
105,10.51,292,0.013699,9.137,32,4.0,1.921,0.005,9.137,1710.6529999999993
106,10.46,385,0.01039,12.286,31,4.0,2.317,0.005953,12.286,1722.9389999999994
107,10.45,360,0.016667,11.341,32,6.0,2.35,0.005122,11.341,1734.2799999999993
108,10.35,476,0.021008,15.043,32,10.0,2.395,0.005603,15.043,1749.3229999999992
109,10.3,287,0.010453,9.102,32,3.0,2.889,0.004932,9.102,1758.4249999999993
110,10.18,266,0.011278,8.528,31,3.0,2.598,0.005302,8.528,1766.9529999999993
111,10.21,474,0.021097,14.683,32,10.0,2.65,0.005946,14.683,1781.6359999999993
112,10.12,366,0.010929,11.536,32,4.0,2.128,0.003805,11.536,1793.1719999999993
113,10.11,315,0.012698,9.805,32,4.0,2.349,0.003516,9.805,1802.9769999999994
114,9.93,262,0.003817,8.108,32,1.0,2.382,0.003639,8.108,1811.0849999999994
115,9.95,379,0.026385,11.863,32,10.0,2.385,0.00413,11.863,1822.9479999999994
116,9.94,638,0.012539,19.653,32,8.0,2.487,0.005561,19.653,1842.6009999999994
117,9.91,268,0.026119,8.271,32,7.0,2.653,0.009566,8.271,1850.8719999999994
118,9.91,282,0.028369,8.907,32,8.0,2.489,0.008094,8.907,1859.7789999999993
119,9.9,474,0.016878,14.552,33,8.0,2.363,0.006798,14.552,1874.3309999999992
120,9.69,265,0.018868,8.414,31,5.0,2.864,0.004868,8.414,1882.7449999999992
121,9.67,576,0.017361,17.938,32,10.0,2.667,0.005672,17.938,1900.6829999999993
122,9.71,499,0.016032,15.392,32,8.0,2.553,0.005958,15.392,1916.0749999999994
123,9.57,393,0.007634,12.304,32,3.0,2.102,0.005456,12.304,1928.3789999999995
124,9.53,358,0.022346,11.233,32,8.0,2.852,0.005319,11.233,1939.6119999999994
125,9.46,452,0.019912,14.072,32,9.0,2.927,0.004777,14.072,1953.6839999999993
126,9.53,731,0.021888,22.941,32,16.0,2.399,0.004541,22.941,1976.6249999999993
127,9.48,401,0.024938,12.546,32,10.0,2.394,0.004927,12.546,1989.1709999999994
128,9.56,653,0.016845,20.402,32,11.0,2.38,0.004516,20.402,2009.5729999999994
129,9.54,265,0.015094,8.371,32,4.0,2.906,0.00484,8.371,2017.9439999999995
130,9.59,602,0.026578,18.765,32,16.0,2.51,0.005469,18.765,2036.7089999999996
131,9.67,657,0.024353,20.096,33,16.0,2.149,0.004581,20.096,2056.8049999999994
132,9.67,238,0.008403,7.418,32,2.0,2.361,0.005139,7.418,2064.2229999999995
133,9.69,543,0.018416,16.716,32,10.0,2.241,0.005383,16.716,2080.9389999999994
134,9.8,664,0.025602,20.556,32,17.0,2.289,0.005298,20.556,2101.4949999999994
135,9.73,464,0.010776,14.58,32,5.0,2.42,0.006294,14.58,2116.0749999999994
136,9.72,510,0.015686,15.736,32,8.0,2.416,0.005572,15.736,2131.8109999999992
137,9.75,263,0.019011,8.231,32,5.0,2.616,0.005087,8.231,2140.0419999999995
138,9.77,796,0.022613,24.716,32,18.0,2.24,0.0066,24.716,2164.7579999999994
139,9.7,447,0.024609,13.917,32,11.0,2.215,0.007226,13.917,2178.6749999999993
140,9.77,495,0.028283,15.486,32,14.0,2.23,0.006257,15.486,2194.160999999999
141,9.87,785,0.031847,24.755,32,25.0,2.363,0.0068,24.755,2218.9159999999993
142,9.72,309,0.009709,9.794,32,3.0,2.945,0.006097,9.794,2228.709999999999
143,9.71,280,0.017857,8.755,32,5.0,2.625,0.005595,8.755,2237.4649999999992
144,9.74,398,0.027638,12.332,32,11.0,2.666,0.005481,12.332,2249.796999999999
145,9.96,1178,0.023769,36.58,32,28.0,2.244,0.006065,36.58,2286.376999999999
146,9.9,353,0.014164,11.01,32,5.0,2.156,0.005218,11.01,2297.3869999999993
147,9.87,309,0.016181,9.569,32,5.0,2.269,0.007102,9.569,2306.955999999999
148,9.84,382,0.02356,11.874,32,9.0,2.469,0.00574,11.874,2318.829999999999
149,9.79,331,0.012085,10.363,32,4.0,3.045,0.005432,10.363,2329.192999999999
150,9.82,704,0.021307,21.946,32,15.0,2.489,0.005739,21.946,2351.1389999999988
151,9.88,771,0.01297,23.943,32,10.0,2.525,0.005289,23.943,2375.081999999999
152,9.86,467,0.014989,14.593,32,7.0,2.767,0.005282,14.593,2389.674999999999
153,9.8,290,0.02069,9.028,32,6.0,1.876,0.005138,9.028,2398.7029999999986
154,9.78,741,0.017544,23.09,32,13.0,2.077,0.004851,23.09,2421.7929999999988
155,9.72,477,0.012579,14.818,32,6.0,2.7,0.004549,14.818,2436.610999999999
156,9.76,713,0.018233,22.141,32,13.0,2.388,0.004668,22.141,2458.751999999999
157,9.84,716,0.022346,22.495,32,16.0,2.377,0.007039,22.495,2481.246999999999
158,9.84,509,0.013752,15.786,32,7.0,2.904,0.00652,15.786,2497.032999999999
159,9.86,685,0.021898,21.426,32,15.0,2.276,0.005596,21.426,2518.458999999999
160,9.83,463,0.012959,14.246,32,6.0,2.523,0.00545,14.246,2532.704999999999
161,9.95,750,0.025333,23.069,33,19.0,2.156,0.004755,23.069,2555.773999999999
162,9.84,308,0.019481,9.588,32,6.0,2.513,0.004412,9.588,2565.361999999999
163,9.88,466,0.015021,14.547,32,7.0,2.511,0.004429,14.547,2579.908999999999
164,9.91,513,0.017544,16.021,32,9.0,2.743,0.005179,16.021,2595.9299999999994
165,9.87,459,0.017429,14.265,32,8.0,2.453,0.00476,14.265,2610.1949999999993
166,9.88,587,0.017036,18.313,32,10.0,2.281,0.004125,18.313,2628.5079999999994
167,9.89,280,0.025,8.824,32,7.0,2.686,0.004934,8.824,2637.3319999999994
168,9.77,293,0.013652,9.375,31,4.0,2.235,0.004483,9.375,2646.7069999999994
169,9.9,975,0.021538,30.236,32,21.0,2.323,0.004243,30.236,2676.9429999999993
170,9.87,306,0.019608,9.874,31,6.0,2.461,0.005821,9.874,2686.816999999999
171,10.01,723,0.024896,22.384,32,18.0,2.321,0.005603,22.384,2709.200999999999
172,10.07,283,0.031802,8.968,32,9.0,2.495,0.005257,8.968,2718.168999999999
173,10.07,813,0.01353,25.458,32,11.0,2.652,0.004526,25.458,2743.626999999999
174,10.12,618,0.019417,19.311,32,12.0,2.65,0.004406,19.311,2762.937999999999
175,10.23,810,0.028395,25.214,32,23.0,2.304,0.006513,25.214,2788.151999999999
176,10.06,400,0.02,12.451,32,8.0,2.962,0.008989,12.451,2800.602999999999
177,10.04,704,0.019886,22.091,32,14.0,2.452,0.008142,22.091,2822.693999999999
178,10.01,502,0.025896,15.726,32,13.0,2.239,0.007397,15.726,2838.419999999999
179,10.21,672,0.032738,20.734,32,22.0,2.799,0.006036,20.734,2859.153999999999
180,10.19,434,0.016129,13.419,32,7.0,2.546,0.007216,13.419,2872.572999999999
181,10.16,381,0.013123,11.904,32,5.0,2.819,0.00642,11.904,2884.476999999999
182,9.99,473,0.016913,14.707,32,8.0,3.072,0.005661,14.707,2899.183999999999
183,9.88,436,0.011468,13.525,32,5.0,2.546,0.005568,13.525,2912.708999999999
184,9.92,924,0.018398,28.768,32,17.0,2.527,0.004948,28.768,2941.476999999999
185,9.9,380,0.015789,11.982,32,6.0,2.442,0.005777,11.982,2953.458999999999
186,9.81,258,0.011628,8.375,31,3.0,2.457,0.005357,8.375,2961.833999999999
187,9.79,323,0.018576,10.081,32,6.0,2.601,0.004595,10.081,2971.914999999999
188,9.73,402,0.00995,12.689,32,4.0,2.833,0.004827,12.689,2984.603999999999
189,9.69,665,0.027068,20.64,32,18.0,2.701,0.004903,20.64,3005.243999999999
190,9.61,291,0.020619,9.013,32,6.0,2.265,0.004326,9.013,3014.2569999999987
191,9.6,473,0.02537,14.634,32,12.0,2.49,0.003882,14.634,3028.8909999999987
192,9.55,601,0.019967,18.577,32,12.0,2.616,0.00543,18.577,3047.467999999999
193,9.61,717,0.019526,22.282,32,14.0,2.66,0.005563,22.282,3069.749999999999
194,9.51,514,0.01751,16.064,32,9.0,2.481,0.005121,16.064,3085.813999999999
195,9.43,478,0.023013,14.79,32,11.0,2.814,0.008584,14.79,3100.603999999999
196,9.44,389,0.015424,12.112,32,6.0,2.674,0.006529,12.112,3112.715999999999
197,9.37,480,0.010417,15.001,32,5.0,2.917,0.007454,15.001,3127.716999999999
198,9.41,423,0.021277,13.23,32,9.0,2.65,0.007136,13.23,3140.946999999999
199,9.45,543,0.020258,16.867,32,11.0,2.832,0.005589,16.867,3157.8139999999994
200,9.48,639,0.01252,19.979,32,8.0,2.218,0.004337,19.979,3177.792999999999
201,9.46,520,0.015385,16.347,32,8.0,2.606,0.004983,16.347,3194.1399999999994
202,9.57,811,0.022195,25.453,32,18.0,2.61,0.005696,25.453,3219.5929999999994
203,9.52,466,0.012876,14.554,32,6.0,2.32,0.005222,14.554,3234.1469999999995
204,9.54,382,0.020942,11.948,32,8.0,2.356,0.005298,11.948,3246.0949999999993
205,9.56,401,0.014963,12.434,32,6.0,2.484,0.004327,12.434,3258.5289999999995
206,9.59,418,0.016746,12.886,32,7.0,2.445,0.004718,12.886,3271.4149999999995
207,9.62,406,0.022167,12.697,32,9.0,2.727,0.0043,12.697,3284.1119999999996
208,9.67,640,0.023438,19.894,32,15.0,2.534,0.004924,19.894,3304.0059999999994
209,9.83,719,0.026426,22.412,32,19.0,2.37,0.004798,22.412,3326.417999999999
210,9.86,284,0.021127,8.924,32,6.0,2.546,0.003744,8.924,3335.341999999999
211,9.85,262,0.034351,8.238,32,9.0,2.653,0.004921,8.238,3343.579999999999
212,9.98,576,0.029514,17.698,33,17.0,2.5,0.004699,17.698,3361.277999999999
213,10.15,717,0.029289,22.476,32,21.0,2.559,0.005377,22.476,3383.753999999999
214,10.18,267,0.014981,8.354,32,4.0,1.978,0.004732,8.354,3392.107999999999
215,10.18,419,0.023866,13.312,31,10.0,2.821,0.007192,13.312,3405.4199999999987
216,10.17,283,0.024735,8.83,32,7.0,2.502,0.008181,8.83,3414.2499999999986
217,10.25,654,0.022936,20.402,32,15.0,2.679,0.00804,20.402,3434.6519999999987
218,10.33,605,0.026446,19.197,32,16.0,2.826,0.00635,19.197,3453.848999999999
219,10.35,484,0.020661,15.272,32,10.0,2.636,0.006058,15.272,3469.1209999999987
220,10.51,785,0.026752,24.43,32,21.0,2.581,0.006145,24.43,3493.5509999999986
221,10.51,455,0.021978,14.278,32,10.0,2.462,0.005955,14.278,3507.8289999999984
222,10.53,502,0.01992,15.483,32,10.0,2.369,0.007407,15.483,3523.3119999999985
223,10.6,476,0.021008,14.872,32,10.0,2.155,0.006285,14.872,3538.1839999999984
224,10.57,412,0.012136,12.921,32,5.0,2.658,0.006473,12.921,3551.104999999998
225,10.56,400,0.02,12.519,32,8.0,2.355,0.006472,12.519,3563.623999999998
226,10.59,716,0.026536,22.239,32,19.0,2.378,0.005018,22.239,3585.862999999998
227,10.56,474,0.014768,14.865,32,7.0,2.297,0.005724,14.865,3600.727999999998
228,10.52,615,0.011382,19.31,32,7.0,2.598,0.006275,19.31,3620.0379999999977
229,10.63,616,0.024351,19.277,32,15.0,2.188,0.005573,19.277,3639.314999999998
230,10.6,536,0.024254,16.685,32,13.0,2.509,0.004927,16.685,3655.9999999999977
231,10.59,710,0.021127,22.564,31,15.0,2.487,0.005562,22.564,3678.5639999999976
232,10.65,489,0.01636,15.286,32,8.0,2.429,0.005461,15.286,3693.8499999999976
233,10.66,509,0.021611,15.806,32,11.0,2.582,0.004829,15.806,3709.6559999999977
234,10.61,482,0.024896,14.976,32,12.0,2.311,0.006401,14.976,3724.631999999998
235,10.77,791,0.026549,24.461,32,21.0,2.621,0.006812,24.461,3749.0929999999976
236,10.81,492,0.02439,15.303,32,12.0,2.463,0.006371,15.303,3764.3959999999975
237,10.9,567,0.024691,17.487,32,14.0,2.489,0.005033,17.487,3781.8829999999975
238,10.81,453,0.019868,14.05,32,9.0,2.554,0.005345,14.05,3795.9329999999977
239,10.84,700,0.02,21.86,32,14.0,2.68,0.00642,21.86,3817.792999999998
240,10.78,486,0.016461,15.145,32,8.0,3.035,0.00525,15.145,3832.937999999998
241,10.61,500,0.016,15.787,32,8.0,2.154,0.005209,15.787,3848.7249999999976
242,10.66,354,0.022599,11.114,32,8.0,2.593,0.005027,11.114,3859.8389999999977
243,10.76,621,0.024155,19.304,32,15.0,2.72,0.004615,19.304,3879.1429999999978
244,10.69,268,0.014925,8.354,32,4.0,2.627,0.004064,8.354,3887.4969999999976
245,10.52,919,0.01197,28.605,32,11.0,2.477,0.004085,28.605,3916.1019999999976
246,10.64,682,0.024927,21.245,32,17.0,2.384,0.00413,21.245,3937.3469999999975
247,10.74,710,0.021127,22.202,32,15.0,2.587,0.004843,22.202,3959.5489999999977
248,10.71,348,0.017241,10.871,32,6.0,2.408,0.004557,10.871,3970.419999999998
249,10.86,861,0.022067,26.85,32,19.0,2.401,0.004661,26.85,3997.2699999999977
250,10.84,589,0.022071,18.253,32,13.0,2.503,0.004606,18.253,4015.522999999998
251,10.82,394,0.020305,12.389,32,8.0,2.431,0.005527,12.389,4027.911999999998
252,10.82,311,0.022508,9.745,32,7.0,2.489,0.006707,9.745,4037.656999999998
253,10.95,791,0.02402,24.913,32,19.0,2.343,0.006964,24.913,4062.569999999998
254,10.98,665,0.02406,20.659,32,16.0,2.671,0.006312,20.659,4083.228999999998
255,10.99,586,0.011945,18.612,31,7.0,2.515,0.005036,18.612,4101.840999999998
256,10.89,386,0.007772,12.012,32,3.0,2.313,0.004719,12.012,4113.852999999997
257,10.76,302,0.009934,9.619,31,3.0,2.56,0.004857,9.619,4123.471999999997
258,10.76,479,0.014614,15.06,32,7.0,2.409,0.004638,15.06,4138.531999999997
259,10.67,297,0.020202,9.39,32,6.0,2.572,0.005182,9.39,4147.921999999998
260,10.75,1078,0.012987,33.805,32,14.0,2.854,0.004461,33.805,4181.726999999998
261,10.62,466,0.012876,14.579,32,6.0,2.425,0.005245,14.579,4196.305999999998
262,10.6,364,0.010989,11.443,32,4.0,2.536,0.004093,11.443,4207.748999999998
263,10.67,694,0.020173,21.441,32,14.0,2.676,0.004396,21.441,4229.189999999998
264,10.86,759,0.036891,23.519,32,28.0,2.655,0.005132,23.519,4252.708999999998
265,10.8,266,0.007519,8.469,31,2.0,2.526,0.004201,8.469,4261.177999999998
266,10.78,283,0.028269,8.804,32,8.0,2.438,0.004915,8.804,4269.981999999998
267,10.83,1122,0.010695,34.93,32,12.0,2.417,0.005045,34.93,4304.911999999998
268,10.93,586,0.023891,18.25,32,14.0,2.468,0.004516,18.25,4323.161999999998
269,10.84,405,0.02963,12.9,31,12.0,2.575,0.004633,12.9,4336.061999999998
270,10.86,453,0.01766,14.216,32,8.0,2.102,0.006901,14.216,4350.277999999998
271,10.8,620,0.019355,19.427,32,12.0,2.639,0.005581,19.427,4369.704999999998
272,10.78,504,0.013889,15.783,32,7.0,2.413,0.004723,15.783,4385.4879999999985
273,10.85,819,0.021978,25.689,32,18.0,2.381,0.005233,25.689,4411.176999999999
274,10.84,651,0.016897,20.453,32,11.0,2.641,0.005269,20.453,4431.629999999999
275,10.73,610,0.019672,18.896,32,12.0,2.426,0.004521,18.896,4450.525999999999
276,10.74,538,0.016729,16.684,32,9.0,2.273,0.00512,16.684,4467.209999999999
277,10.68,445,0.017978,13.787,32,8.0,2.638,0.004843,13.787,4480.996999999999
278,10.66,506,0.021739,15.783,32,11.0,2.476,0.004887,15.783,4496.78
279,10.54,356,0.02809,11.001,32,10.0,2.382,0.004859,11.001,4507.781
280,10.69,947,0.023231,29.566,32,22.0,2.396,0.004724,29.566,4537.347
281,10.89,889,0.028121,27.471,32,25.0,2.76,0.005159,27.471,4564.817999999999
282,11.15,1165,0.029185,36.396,32,34.0,2.537,0.005891,36.396,4601.213999999999
283,11.18,371,0.021563,12.355,30,8.0,2.887,0.005655,12.355,4613.568999999999
284,11.16,705,0.021277,22.402,31,15.0,2.706,0.005772,22.402,4635.970999999999
285,11.2,513,0.019493,16.297,31,10.0,3.006,0.00605,16.297,4652.267999999998
286,11.33,628,0.025478,20.045,31,16.0,2.812,0.008769,20.045,4672.312999999998
287,11.38,494,0.022267,15.351,32,11.0,2.883,0.007554,15.351,4687.663999999998
288,11.51,563,0.030195,17.58,32,17.0,2.78,0.007162,17.58,4705.243999999998
289,11.38,397,0.012594,12.243,32,5.0,2.756,0.006863,12.243,4717.486999999998
290,11.38,291,0.020619,9.083,32,6.0,2.952,0.007146,9.083,4726.569999999998
291,11.35,618,0.014563,19.257,32,9.0,2.783,0.006714,19.257,4745.8269999999975
292,11.29,301,0.019934,9.499,32,6.0,2.442,0.006381,9.499,4755.325999999997
293,11.32,828,0.020531,25.787,32,17.0,2.512,0.006059,25.787,4781.112999999998
294,11.3,378,0.018519,11.825,32,7.0,2.635,0.00504,11.825,4792.937999999997
295,11.3,528,0.020833,16.43,32,11.0,2.697,0.005218,16.43,4809.367999999998
296,11.43,607,0.031301,19.054,32,19.0,2.84,0.005815,19.054,4828.421999999998
297,11.59,783,0.02682,24.604,32,21.0,2.582,0.004557,24.604,4853.025999999998
298,11.6,480,0.020833,15.187,32,10.0,2.567,0.006067,15.187,4868.212999999998
299,11.76,737,0.036635,23.056,32,27.0,2.665,0.005515,23.056,4891.2689999999975
300,11.77,474,0.018987,14.96,32,9.0,2.498,0.005985,14.96,4906.2289999999975
301,11.86,706,0.024079,21.958,32,17.0,2.34,0.006894,21.958,4928.186999999997
302,11.73,293,0.017065,9.213,32,5.0,2.416,0.006839,9.213,4937.399999999997
303,11.82,613,0.02447,18.813,33,15.0,2.468,0.005523,18.813,4956.212999999997
304,11.85,462,0.02381,14.448,32,11.0,2.591,0.007651,14.448,4970.660999999997
305,11.95,830,0.019277,25.519,33,16.0,2.473,0.008373,25.519,4996.179999999998
306,11.97,309,0.029126,9.674,32,9.0,2.453,0.00588,9.674,5005.8539999999975
307,11.95,389,0.017995,12.145,32,7.0,2.427,0.005646,12.145,5017.998999999998
308,11.94,859,0.016298,26.713,32,14.0,2.619,0.005102,26.713,5044.711999999998
309,11.82,316,0.022152,10.014,32,7.0,2.32,0.004869,10.014,5054.725999999998
310,11.94,803,0.022416,25.069,32,18.0,2.22,0.004818,25.069,5079.794999999998
311,12.06,1010,0.020792,31.47,32,21.0,2.752,0.004957,31.47,5111.2649999999985
312,12.07,734,0.024523,22.837,32,18.0,2.549,0.004917,22.837,5134.101999999999
313,11.99,523,0.024857,16.453,32,13.0,2.361,0.005463,16.453,5150.554999999999
314,12.07,544,0.022059,16.807,32,12.0,2.452,0.005602,16.807,5167.361999999999
