Episodio,Recompensa total,Pasos,Mean Reward Calculado,duracion (s),steps per second,Recompensa Episodio,mean action,loss,duration (s),Tiempo acumulado
221,8.98,736,0.017663,16.355,45,13.0,2.639,0.007503,16.355,1506.2870000000005
222,9.0,288,0.020833,6.444,45,6.0,2.615,0.006498,6.444,1512.7310000000004
223,9.01,381,0.015748,8.444,45,6.0,2.396,0.007568,8.444,1521.1750000000004
224,9.03,501,0.01996,11.276,44,10.0,2.487,0.006767,11.276,1532.4510000000005
225,9.0,546,0.016484,11.923,46,9.0,2.484,0.006188,11.923,1544.3740000000005
226,9.0,383,0.005222,8.517,45,2.0,2.958,0.008502,8.517,1552.8910000000005
227,9.04,872,0.021789,19.025,46,19.0,2.481,0.006605,19.025,1571.9160000000006
228,9.01,431,0.020882,9.432,46,9.0,2.735,0.0066,9.432,1581.3480000000006
229,8.99,330,0.024242,7.081,47,8.0,2.773,0.006011,7.081,1588.4290000000005
230,9.1,749,0.028037,16.659,45,21.0,2.73,0.00656,16.659,1605.0880000000006
231,9.15,681,0.022026,15.161,45,15.0,2.711,0.006092,15.161,1620.2490000000007
232,9.05,458,0.015284,10.124,45,7.0,2.622,0.006387,10.124,1630.3730000000007
233,9.14,680,0.027941,15.066,45,19.0,2.632,0.011835,15.066,1645.4390000000008
234,9.09,484,0.016529,10.516,46,8.0,2.632,0.012273,10.516,1655.9550000000008
235,9.09,426,0.00939,9.371,45,4.0,2.498,0.011809,9.371,1665.326000000001
236,9.05,412,0.019417,9.11,45,8.0,2.468,0.013661,9.11,1674.4360000000008
237,9.13,466,0.021459,10.354,45,10.0,2.519,0.010857,10.354,1684.7900000000009
238,9.18,534,0.024345,11.778,45,13.0,2.762,0.009892,11.778,1696.568000000001
239,9.11,336,0.02381,7.359,46,8.0,2.693,0.010702,7.359,1703.9270000000008
240,9.02,339,0.023599,7.309,46,8.0,2.667,0.008916,7.309,1711.2360000000008
241,9.04,417,0.014388,9.306,45,6.0,2.801,0.008564,9.306,1720.5420000000008
242,9.02,532,0.011278,11.748,45,6.0,2.803,0.009941,11.748,1732.2900000000009
243,8.99,599,0.025042,12.364,48,15.0,2.661,0.009444,12.364,1744.654000000001
244,9.07,668,0.01497,13.88,48,10.0,2.603,0.008982,13.88,1758.534000000001
245,9.13,583,0.015437,12.93,45,9.0,2.768,0.007869,12.93,1771.464000000001
246,9.11,388,0.018041,8.63,45,7.0,2.791,0.009689,8.63,1780.0940000000012
247,9.16,643,0.021773,14.799,43,14.0,2.538,0.007715,14.799,1794.8930000000012
248,9.25,709,0.023977,15.501,46,17.0,2.594,0.010197,15.501,1810.3940000000011
249,9.25,423,0.016548,9.404,45,7.0,2.889,0.008938,9.404,1819.7980000000011
250,9.25,432,0.016204,9.368,46,7.0,2.583,0.010123,9.368,1829.166000000001
251,9.17,377,0.015915,8.222,46,6.0,2.398,0.009454,8.222,1837.388000000001
252,8.99,295,0.023729,6.577,45,7.0,2.678,0.009415,6.577,1843.965000000001
253,8.99,664,0.018072,14.769,45,12.0,2.753,0.009534,14.769,1858.734000000001
254,9.03,567,0.021164,12.532,45,12.0,2.367,0.013714,12.532,1871.266000000001
255,8.87,293,0.023891,6.49,45,7.0,2.536,0.011013,6.49,1877.756000000001
256,8.85,523,0.01912,11.571,45,10.0,2.673,0.011678,11.571,1889.327000000001
257,8.85,404,0.034653,8.886,45,14.0,2.559,0.009126,8.886,1898.2130000000009
258,8.82,643,0.023328,14.222,45,15.0,2.554,0.009664,14.222,1912.4350000000009
259,8.88,568,0.017606,12.65,45,10.0,2.456,0.009867,12.65,1925.085000000001
260,8.85,394,0.010152,8.681,45,4.0,2.442,0.008224,8.681,1933.766000000001
261,8.96,639,0.018779,14.057,45,12.0,2.737,0.008451,14.057,1947.823000000001
262,8.93,339,0.020649,7.41,46,7.0,2.614,0.010115,7.41,1955.233000000001
263,8.87,398,0.015075,8.665,46,6.0,2.535,0.009283,8.665,1963.898000000001
264,8.78,442,0.015837,9.685,46,7.0,2.839,0.007919,9.685,1973.583000000001
265,8.81,388,0.023196,8.588,45,9.0,2.74,0.008988,8.588,1982.171000000001
266,8.84,680,0.023529,15.288,44,16.0,2.512,0.008081,15.288,1997.459000000001
267,8.96,592,0.030405,13.129,45,18.0,2.52,0.009383,13.129,2010.5880000000009
268,8.94,410,0.019512,9.152,45,8.0,2.644,0.008705,9.152,2019.740000000001
269,9.09,699,0.028612,15.899,44,20.0,2.645,0.008897,15.899,2035.6390000000008
270,9.04,346,0.017341,7.162,48,6.0,2.792,0.008934,7.162,2042.8010000000008
271,9.03,472,0.014831,9.388,50,7.0,2.845,0.00871,9.388,2052.1890000000008
272,9.05,497,0.022133,10.145,49,11.0,2.72,0.008994,10.145,2062.3340000000007
273,9.11,489,0.018405,9.728,50,9.0,2.53,0.007526,9.728,2072.062000000001
274,9.13,625,0.0208,13.233,47,13.0,2.981,0.015081,13.233,2085.295000000001
275,9.22,641,0.020281,14.188,45,13.0,2.569,0.014605,14.188,2099.483000000001
276,9.2,276,0.021739,6.161,45,6.0,2.895,0.015592,6.161,2105.644000000001
277,9.19,435,0.011494,9.677,45,5.0,2.664,0.014906,9.677,2115.3210000000013
278,9.17,302,0.016556,6.738,45,5.0,2.642,0.012656,6.738,2122.059000000001
279,9.25,540,0.027778,11.961,45,15.0,2.602,0.011138,11.961,2134.020000000001
280,9.28,352,0.025568,7.922,44,9.0,2.582,0.01545,7.922,2141.942000000001
281,9.24,678,0.019174,15.088,45,13.0,2.655,0.013845,15.088,2157.030000000001
282,9.28,565,0.023009,12.303,46,13.0,2.377,0.011905,12.303,2169.333000000001
283,9.44,888,0.027027,19.786,45,24.0,2.544,0.01143,19.786,2189.119000000001
284,9.44,284,0.017606,6.254,45,5.0,2.363,0.009459,6.254,2195.373000000001
285,9.54,901,0.019978,20.155,45,18.0,2.563,0.012528,20.155,2215.528000000001
286,9.58,445,0.017978,9.939,45,8.0,2.555,0.013284,9.939,2225.467000000001
287,9.57,390,0.020513,8.559,46,8.0,2.749,0.011641,8.559,2234.026000000001
288,9.54,321,0.018692,7.096,45,6.0,2.769,0.011645,7.096,2241.122000000001
289,9.57,490,0.020408,10.839,45,10.0,2.629,0.011422,10.839,2251.961000000001
290,9.6,431,0.016241,9.48,45,7.0,2.94,0.01107,9.48,2261.441000000001
291,9.6,299,0.023411,6.557,46,7.0,2.462,0.010006,6.557,2267.998000000001
292,9.62,357,0.033613,7.944,45,12.0,2.63,0.01178,7.944,2275.942000000001
293,9.67,476,0.02521,10.447,46,12.0,2.756,0.012558,10.447,2286.389000000001
294,9.72,461,0.02603,10.272,45,12.0,2.677,0.011055,10.272,2296.661000000001
295,9.74,299,0.026756,6.651,45,8.0,2.803,0.016387,6.651,2303.312000000001
296,9.74,527,0.013283,11.608,45,7.0,2.689,0.014204,11.608,2314.920000000001
297,9.75,329,0.015198,7.369,45,5.0,2.629,0.012583,7.369,2322.289000000001
298,9.67,263,0.011407,5.922,44,3.0,2.848,0.012922,5.922,2328.211000000001
299,9.69,387,0.018088,8.637,45,7.0,2.685,0.011916,8.637,2336.8480000000013
300,9.68,493,0.020284,11.06,45,10.0,2.684,0.014216,11.06,2347.9080000000013
301,9.64,417,0.016787,9.404,44,7.0,2.484,0.010649,9.404,2357.3120000000013
302,9.73,534,0.02809,12.136,44,15.0,2.68,0.012355,12.136,2369.4480000000012
303,9.68,265,0.011321,5.207,51,3.0,2.725,0.013777,5.207,2374.655000000001
304,9.66,544,0.022059,10.987,50,12.0,2.877,0.011791,10.987,2385.642000000001
305,9.79,855,0.025731,17.968,48,22.0,2.677,0.013164,17.968,2403.610000000001
306,9.77,297,0.020202,6.647,45,6.0,2.805,0.012796,6.647,2410.257000000001
307,9.76,475,0.016842,10.368,46,8.0,2.693,0.012381,10.368,2420.625000000001
308,9.68,320,0.0125,7.186,45,4.0,2.55,0.012539,7.186,2427.811000000001
309,9.64,322,0.021739,7.12,45,7.0,2.758,0.012889,7.12,2434.931000000001
310,9.68,947,0.023231,21.128,45,22.0,2.629,0.012639,21.128,2456.059000000001
311,9.69,465,0.010753,10.514,44,5.0,2.77,0.012661,10.514,2466.5730000000012
312,9.72,297,0.030303,6.659,45,9.0,2.519,0.010008,6.659,2473.2320000000013
313,9.88,685,0.033577,15.761,43,23.0,2.762,0.010478,15.761,2488.9930000000013
314,9.91,290,0.024138,6.56,44,7.0,2.61,0.012062,6.56,2495.5530000000012
315,9.95,295,0.027119,6.823,43,8.0,2.685,0.013954,6.823,2502.376000000001
316,9.95,397,0.017632,9.032,44,7.0,2.72,0.010194,9.032,2511.4080000000013
317,9.98,417,0.019185,9.262,45,8.0,2.671,0.011273,9.262,2520.6700000000014
318,9.98,412,0.01699,9.059,45,7.0,2.677,0.01391,9.059,2529.7290000000016
319,10.05,462,0.030303,10.295,45,14.0,2.569,0.013151,10.295,2540.0240000000017
320,9.96,341,0.020528,7.568,45,7.0,2.801,0.0144,7.568,2547.592000000002
321,9.94,529,0.020794,11.583,46,11.0,2.813,0.012744,11.583,2559.175000000002
322,10.04,665,0.02406,14.821,45,16.0,2.689,0.013422,14.821,2573.996000000002
323,10.09,510,0.021569,11.509,44,11.0,2.912,0.011271,11.509,2585.505000000002
324,10.06,306,0.022876,6.885,44,7.0,2.582,0.01227,6.885,2592.390000000002
325,10.17,531,0.037665,11.946,44,20.0,2.842,0.01393,11.946,2604.336000000002
326,10.29,694,0.020173,15.628,44,14.0,2.81,0.012746,15.628,2619.964000000002
327,10.17,443,0.015801,9.832,45,7.0,2.713,0.013203,9.832,2629.796000000002
328,10.14,403,0.014888,8.99,45,6.0,2.801,0.012303,8.99,2638.786000000002
329,10.2,734,0.019074,16.557,44,14.0,2.744,0.01126,16.557,2655.3430000000017
330,10.13,716,0.019553,15.856,45,14.0,2.827,0.013359,15.856,2671.199000000002
331,10.06,292,0.027397,6.439,45,8.0,2.764,0.012071,6.439,2677.6380000000017
